country,year,literacy_rate,gdp_pc,life_exp_yrs,youth_empl_rate,percent_forest_cover,hdi,pop_density
Kyrgyz Republic,1993,,2270,65.0,44.7,4.4,0.586,23.4
Kyrgyz Republic,1994,,1810,64.2,42.7,4.41,0.568,23.6
Kyrgyz Republic,1995,,1700,64.1,41.9,4.42,0.562,23.8
Kyrgyz Republic,1996,,1790,64.7,41.0,4.43,0.5670000000000001,24.1
Kyrgyz Republic,1997,,1940,65.4,41.2,4.44,0.5760000000000001,24.5
Kyrgyz Republic,1998,,1950,65.8,41.0,4.45,0.58,25.0
Kyrgyz Republic,1999,98.7,1990,66.2,40.7,4.46,0.586,25.3
Kyrgyz Republic,2000,,2080,66.4,41.2,4.47,0.593,25.7
Kyrgyz Republic,2001,,2160,66.7,41.2,4.49,0.601,25.9
Kyrgyz Republic,2002,,2140,66.6,38.3,4.5,0.602,26.0
Kyrgyz Republic,2003,,2270,66.6,38.8,4.51,0.609,26.1
Kyrgyz Republic,2004,,2400,66.7,38.5,4.52,0.612,26.3
Kyrgyz Republic,2005,,2370,66.6,39.3,4.53,0.613,26.5
Kyrgyz Republic,2006,,2420,66.6,39.8,4.33,0.618,26.7
Kyrgyz Republic,2007,,2600,66.9,39.9,4.13,0.624,27.1
Kyrgyz Republic,2008,,2790,67.4,40.0,3.93,0.629,27.4
Kyrgyz Republic,2009,99.2,2840,68.0,39.8,3.73,0.631,27.8
Kyrgyz Republic,2010,,2790,68.5,39.4,3.53,0.632,28.3
Kyrgyz Republic,2011,,2920,69.1,39.1,3.49,0.638,28.7
Lao,1991,,1640,53.0,70.8,76.0,0.402,19.0
Lao,1992,,1680,53.3,70.6,75.5,0.408,19.5
Lao,1993,,1730,53.7,70.4,75.0,0.414,20.0
Lao,1994,,1830,54.0,69.9,74.5,0.423,20.5
Lao,1995,60.3,1910,54.5,69.6,74.0,0.425,21.0
Lao,1996,,2000,55.0,69.2,73.5,0.43799999999999994,21.5
Lao,1997,,2100,55.5,68.9,73.1,0.445,21.9
Lao,1998,,2140,56.0,68.5,72.6,0.452,22.3
Lao,1999,,2260,56.5,68.1,72.1,0.45899999999999996,22.7
Lao,2000,69.6,2350,57.1,67.6,71.6,0.46299999999999997,23.1
Lao,2001,68.7,2440,57.5,67.2,71.9,0.46799999999999997,23.5
Lao,2002,,2550,58.4,66.7,72.2,0.47700000000000004,23.8
Lao,2003,,2660,59.0,66.2,72.5,0.485,24.2
Lao,2004,,2790,59.7,65.6,72.8,0.494,24.5
Lao,2005,72.7,2940,60.3,64.8,73.1,0.503,24.9
Lao,2006,,3140,60.9,64.4,73.9,0.509,25.3
Lao,2007,,3320,61.7,64.0,74.7,0.518,25.8
Lao,2008,,3520,62.3,63.6,75.5,0.525,26.2
Lao,2009,,3730,63.1,63.3,76.4,0.535,26.7
Lao,2010,,3980,63.8,62.8,77.2,0.542,27.1
Lao,2011,,4240,64.6,62.4,78.0,0.5539999999999999,27.4
Latvia,1991,,12000,69.0,31.0,,0.6990000000000001,42.6
Latvia,1992,,8220,68.4,31.9,51.2,0.6779999999999999,42.1
Latvia,1993,,7950,66.9,31.6,51.3,0.6679999999999999,41.5
Latvia,1994,,8240,65.9,29.5,51.5,0.6679999999999999,40.9
Latvia,1995,,8270,66.6,32.2,51.6,0.674,40.3
Latvia,1996,,8560,68.5,31.0,51.7,0.68,39.9
Latvia,1997,,9420,69.2,33.6,51.8,0.693,39.4
Latvia,1998,,10100,69.0,32.7,51.9,0.705,39.1
Latvia,1999,,10500,69.9,32.1,52.0,0.716,38.7
Latvia,2000,99.8,11200,70.4,30.2,52.1,0.728,38.3
Latvia,2001,,12000,69.9,28.5,52.3,0.746,37.9
Latvia,2002,,13000,70.2,28.6,52.5,0.7609999999999999,37.5
Latvia,2003,,14300,70.6,31.4,52.6,0.7759999999999999,37.1
Latvia,2004,,15600,70.9,29.2,52.8,0.7909999999999999,36.6
Latvia,2005,,17500,70.8,32.6,53.0,0.807,36.2
Latvia,2006,,19800,70.5,35.7,53.2,0.8140000000000001,35.8
Latvia,2007,,21900,70.9,38.6,53.4,0.8190000000000001,35.3
Latvia,2008,,21300,71.9,37.5,53.6,0.821,34.9
Latvia,2009,,18600,72.6,27.9,53.8,0.815,34.5
Latvia,2010,,18300,73.1,25.8,53.9,0.81,34.1
Latvia,2011,99.8,19800,73.6,26.2,53.9,0.812,33.6
Lebanon,1991,,10700,71.7,24.8,12.8,,269.0
Lebanon,1992,,10900,72.0,24.5,12.8,,276.0
Lebanon,1993,,11300,72.3,24.4,12.8,,284.0
Lebanon,1994,,11900,73.1,24.2,12.8,,291.0
Lebanon,1995,,12500,73.5,23.9,12.8,,297.0
Lebanon,1996,,12900,74.0,23.6,12.8,,300.0
Lebanon,1997,,12500,74.7,23.9,12.8,,302.0
Lebanon,1998,,12900,75.3,23.6,12.8,,304.0
Lebanon,1999,,12700,76.0,23.7,12.8,,309.0
Lebanon,2000,,12500,76.5,23.9,12.8,,316.0
Lebanon,2001,,12500,77.0,23.8,12.9,,328.0
Lebanon,2002,,12400,77.4,23.7,13.0,,344.0
Lebanon,2003,,12100,77.7,23.7,13.1,,362.0
Lebanon,2004,,12300,78.0,23.6,13.2,,378.0
Lebanon,2005,,12300,78.3,23.2,13.3,0.733,390.0
Lebanon,2006,,12200,78.0,22.9,13.3,0.731,397.0
Lebanon,2007,89.6,13300,78.7,22.4,13.4,0.74,399.0
Lebanon,2008,,14400,79.1,22.5,13.4,0.746,402.0
Lebanon,2009,,15600,79.5,22.8,13.4,0.752,409.0
Lebanon,2010,,16300,79.8,22.5,13.4,0.758,424.0
Lebanon,2011,,15700,79.0,22.8,13.4,0.763,449.0
Lesotho,1991,,1450,60.4,34.5,1.32,0.493,53.8
Lesotho,1992,,1520,60.0,36.7,1.33,0.493,54.9
Lesotho,1993,,1540,59.6,32.1,1.34,0.48700000000000004,56.0
Lesotho,1994,,1600,58.6,32.9,1.34,0.489,57.1
Lesotho,1995,,1630,57.7,29.2,1.35,0.483,58.0
Lesotho,1996,,1700,56.5,33.1,1.36,0.47700000000000004,58.9
Lesotho,1997,,1740,55.0,30.3,1.36,0.46799999999999997,59.6
Lesotho,1998,,1740,52.8,26.7,1.37,0.45399999999999996,60.3
Lesotho,1999,,1730,50.9,43.0,1.38,0.445,61.0
Lesotho,2000,86.3,1780,48.8,44.6,1.38,0.44299999999999995,61.6
Lesotho,2001,,1830,47.5,39.7,1.39,0.446,62.1
Lesotho,2002,,1830,46.0,34.5,1.4,0.44,62.7
Lesotho,2003,,1890,44.7,35.9,1.4,0.439,63.2
Lesotho,2004,,1910,43.8,30.2,1.41,0.43700000000000006,63.7
Lesotho,2005,,1960,43.3,29.6,1.42,0.43700000000000006,64.2
Lesotho,2006,,2030,43.2,29.8,1.42,0.44,64.7
Lesotho,2007,,2110,43.6,28.7,1.43,0.447,65.3
Lesotho,2008,,2230,44.3,27.4,1.44,0.45299999999999996,65.9
Lesotho,2009,75.8,2250,45.4,27.4,1.44,0.46399999999999997,66.5
Lesotho,2010,,2380,46.5,31.6,1.45,0.469,67.2
Lesotho,2011,,2500,47.5,29.5,1.48,0.479,68.0
Liberia,1991,,764,52.6,33.2,50.9,,21.4
Liberia,1992,,505,52.7,32.7,50.5,,21.0
Liberia,1993,,342,50.6,32.0,50.2,,20.8
Liberia,1994,43.5,266,49.0,31.5,49.9,,20.9
Liberia,1995,,247,50.3,31.5,49.6,,21.5
Liberia,1996,,263,49.3,31.2,49.3,,22.7
Liberia,1997,,503,52.4,30.9,49.0,,24.5
Liberia,1998,,606,52.6,30.7,48.7,,26.5
Liberia,1999,,688,53.6,30.5,48.4,0.33799999999999997,28.4
Liberia,2000,,839,54.5,30.0,48.1,0.386,29.9
Liberia,2001,,832,55.3,30.3,47.8,0.376,31.1
Liberia,2002,,844,54.9,30.4,47.4,0.373,31.8
Liberia,2003,,579,54.9,30.4,47.1,0.335,32.4
Liberia,2004,54.8,583,57.6,30.3,46.8,0.37200000000000005,33.0
Liberia,2005,,598,58.2,30.4,46.5,0.377,33.9
Liberia,2006,,624,58.7,30.6,46.2,0.38299999999999995,35.0
Liberia,2007,42.9,657,59.2,30.7,45.9,0.39399999999999996,36.5
Liberia,2008,,675,59.8,30.9,45.6,0.4,38.0
Liberia,2009,,683,60.3,30.9,45.3,0.40299999999999997,39.6
Liberia,2010,,700,60.8,30.9,44.9,0.406,41.0
Liberia,2011,,734,61.4,30.7,44.6,0.41600000000000004,42.3
Libya,1991,,29400,73.4,17.3,0.12,0.693,2.58
Libya,1992,,27900,73.5,17.6,0.12,0.6970000000000001,2.64
Libya,1993,,26300,73.8,17.7,0.12,0.7,2.7
Libya,1994,77.2,26300,74.0,17.5,0.12,0.705,2.76
Libya,1995,,22600,74.1,18.4,0.12,0.7090000000000001,2.81
Libya,1996,,22700,74.1,17.7,0.12,0.7140000000000001,2.86
Libya,1997,,22200,74.4,18.1,0.12,0.72,2.91
Libya,1998,,21700,74.4,18.2,0.12,0.723,2.95
Libya,1999,,21500,74.5,18.2,0.12,0.727,3.0
Libya,2000,,21900,74.4,18.1,0.12,0.732,3.04
Libya,2001,,21200,74.6,18.6,0.12,0.736,3.09
Libya,2002,,20700,74.7,18.6,0.12,0.74,3.14
Libya,2003,,23000,74.8,17.8,0.12,0.747,3.19
Libya,2004,86.1,23600,75.0,18.4,0.12,0.748,3.24
Libya,2005,,26000,75.2,18.0,0.12,0.752,3.29
Libya,2006,,27300,75.4,18.5,0.12,0.7559999999999999,3.34
Libya,2007,,28600,75.6,18.6,0.12,0.757,3.39
Libya,2008,,29000,75.7,19.0,0.12,0.757,3.44
Libya,2009,,28400,75.9,19.4,0.12,0.755,3.48
Libya,2010,,29600,76.1,19.1,0.12,0.7559999999999999,3.51
Libya,2011,89.5,11200,61.0,20.9,0.12,0.706,3.52
Lithuania,1991,,14800,70.5,33.2,,0.727,59.0
Lithuania,1992,,11700,70.3,33.9,31.3,0.711,58.8
Lithuania,1993,,9820,69.1,33.3,31.4,0.7,58.6
Lithuania,1994,,8880,68.7,33.7,31.5,0.696,58.2
Lithuania,1995,,9360,69.0,33.2,31.6,0.7020000000000001,57.9
Lithuania,1996,,9910,70.2,33.4,31.8,0.711,57.5
Lithuania,1997,,10800,71.1,34.0,31.9,0.7240000000000001,57.1
Lithuania,1998,,11700,71.3,32.8,32.0,0.736,56.7
Lithuania,1999,,11700,71.8,32.0,32.1,0.745,56.3
Lithuania,2000,,12200,72.0,26.6,32.2,0.757,55.9
Lithuania,2001,99.7,13100,71.6,22.6,32.5,0.77,55.4
Lithuania,2002,,14100,72.0,25.6,32.9,0.78,55.0
Lithuania,2003,,15700,72.0,24.1,33.2,0.792,54.5
Lithuania,2004,,16900,72.0,20.8,33.5,0.7979999999999999,53.9
Lithuania,2005,,18500,71.4,21.3,33.8,0.807,53.4
Lithuania,2006,,20200,71.2,23.7,34.0,0.812,52.7
Lithuania,2007,,22700,70.9,24.8,34.1,0.82,52.0
Lithuania,2008,,23600,71.6,25.9,34.3,0.825,51.3
Lithuania,2009,,20300,73.0,20.6,34.5,0.8240000000000001,50.6
Lithuania,2010,,21100,73.2,18.3,34.6,0.826,49.8
Lithuania,2011,99.7,22900,73.5,19.1,34.7,0.83,49.1
"Macedonia, FYR",1991,,9050,70.7,16.2,,,79.0
"Macedonia, FYR",1992,,8480,70.8,16.4,36.2,,78.9
"Macedonia, FYR",1993,,7860,70.8,16.1,36.4,,78.7
"Macedonia, FYR",1994,94.1,7730,71.1,16.6,36.6,,78.6
"Macedonia, FYR",1995,,7640,71.2,17.7,36.8,,78.6
"Macedonia, FYR",1996,,7710,71.5,17.3,37.0,,78.9
"Macedonia, FYR",1997,,7780,71.6,17.0,37.1,,79.3
"Macedonia, FYR",1998,,7990,71.7,17.1,37.3,,79.8
"Macedonia, FYR",1999,,8290,71.9,17.8,37.5,,80.3
"Macedonia, FYR",2000,,8620,72.2,17.3,37.7,,80.7
"Macedonia, FYR",2001,,8320,72.3,17.6,37.8,,81.0
"Macedonia, FYR",2002,96.1,8420,72.5,14.8,37.9,,81.2
"Macedonia, FYR",2003,,8590,72.6,12.1,38.1,,81.4
"Macedonia, FYR",2004,,8980,72.7,11.3,38.2,,81.6
"Macedonia, FYR",2005,,9390,72.9,11.6,38.3,0.703,81.7
"Macedonia, FYR",2006,,9850,73.1,14.5,38.5,0.7090000000000001,81.8
"Macedonia, FYR",2007,,10500,73.3,15.2,39.0,0.7140000000000001,81.9
"Macedonia, FYR",2008,,11000,73.5,15.7,39.2,0.73,82.0
"Macedonia, FYR",2009,,11000,73.7,15.7,39.4,0.732,82.0
"Macedonia, FYR",2010,,11400,74.0,15.4,39.6,0.735,82.1
"Macedonia, FYR",2011,97.4,11600,74.2,14.4,39.6,0.7390000000000001,82.2
Madagascar,1991,,1500,55.8,67.8,23.4,,20.5
Madagascar,1992,,1480,56.1,67.7,23.3,,21.1
Madagascar,1993,,1460,56.1,67.6,23.2,,21.8
Madagascar,1994,,1420,56.5,67.5,23.1,,22.5
Madagascar,1995,,1400,56.9,67.4,23.0,,23.2
Madagascar,1996,,1390,57.2,67.4,22.9,,23.9
Madagascar,1997,,1390,57.5,67.5,22.7,,24.7
Madagascar,1998,,1400,57.8,67.6,22.6,,25.5
Madagascar,1999,,1420,58.2,67.6,22.5,,26.3
Madagascar,2000,70.7,1440,58.5,67.5,22.4,0.456,27.1
Madagascar,2001,,1480,59.0,68.1,22.3,0.462,27.9
Madagascar,2002,,1260,59.1,68.5,22.3,0.457,28.8
Madagascar,2003,,1340,59.3,68.9,22.2,0.466,29.7
Madagascar,2004,,1370,59.6,70.0,22.1,0.473,30.6
Madagascar,2005,,1390,60.1,71.2,22.1,0.478,31.5
Madagascar,2006,,1420,60.4,72.0,22.0,0.483,32.5
Madagascar,2007,,1460,60.6,72.7,21.9,0.491,33.4
Madagascar,2008,,1520,60.8,73.4,21.8,0.5,34.4
Madagascar,2009,64.5,1420,60.8,74.1,21.7,0.503,35.4
Madagascar,2010,,1390,60.8,74.7,21.6,0.504,36.4
Madagascar,2011,,1370,61.1,76.1,21.6,0.506,37.4
Malawi,1991,,792,48.4,46.0,41.0,0.331,102.0
Malawi,1992,,727,47.9,46.3,40.6,0.33799999999999997,103.0
Malawi,1993,,796,47.3,46.1,40.3,0.34600000000000003,103.0
Malawi,1994,,711,46.6,46.3,39.9,0.34700000000000003,104.0
Malawi,1995,,821,46.0,46.4,39.6,0.38,105.0
Malawi,1996,,863,45.4,46.8,39.2,0.368,107.0
Malawi,1997,,873,45.0,47.2,38.9,0.38799999999999996,110.0
Malawi,1998,64.1,879,44.6,47.6,38.5,0.389,114.0
Malawi,1999,,878,44.4,48.3,38.2,0.391,117.0
Malawi,2000,,866,44.7,49.1,37.8,0.387,121.0
Malawi,2001,,800,45.1,49.7,37.5,0.38799999999999996,124.0
Malawi,2002,,792,45.5,50.3,37.1,0.36200000000000004,127.0
Malawi,2003,,816,46.2,50.9,36.8,0.366,131.0
Malawi,2004,,837,46.8,51.6,36.4,0.371,134.0
Malawi,2005,,840,47.6,52.4,36.1,0.377,138.0
Malawi,2006,,854,48.5,53.4,35.7,0.387,142.0
Malawi,2007,,908,49.5,54.4,35.4,0.4,147.0
Malawi,2008,,948,50.6,55.5,35.0,0.415,151.0
Malawi,2009,,996,51.8,56.6,34.7,0.43,156.0
Malawi,2010,61.3,1030,53.1,57.6,34.3,0.444,161.0
Malawi,2011,,1050,54.5,58.7,34.1,0.45399999999999996,166.0
Malaysia,1991,82.9,11300,71.8,42.8,67.9,0.6509999999999999,56.4
Malaysia,1992,,11900,72.0,42.3,67.6,0.66,57.9
Malaysia,1993,,12800,72.1,42.6,67.4,0.667,59.3
Malaysia,1994,,13600,72.2,42.0,67.2,0.675,60.8
Malaysia,1995,,14600,72.4,41.0,66.9,0.6829999999999999,62.4
Malaysia,1996,,15700,72.5,41.1,66.7,0.695,64.0
Malaysia,1997,,16400,72.7,40.6,66.4,0.706,65.6
Malaysia,1998,,14800,72.8,40.6,66.2,0.7090000000000001,67.3
Malaysia,1999,,15300,72.9,39.8,66.0,0.715,69.0
Malaysia,2000,88.7,16300,73.1,39.6,65.7,0.725,70.6
Malaysia,2001,,16000,73.3,39.2,65.3,0.723,72.1
Malaysia,2002,,16600,73.4,39.1,64.9,0.7240000000000001,73.7
Malaysia,2003,,17200,73.5,38.6,64.4,0.731,75.1
Malaysia,2004,,18000,73.7,38.2,64.0,0.7340000000000001,76.6
Malaysia,2005,,18600,73.9,37.9,63.6,0.732,78.1
Malaysia,2006,,19300,74.1,38.0,64.3,0.736,79.6
Malaysia,2007,,20700,74.2,37.4,65.1,0.747,81.0
Malaysia,2008,,21000,74.3,37.2,65.8,0.7559999999999999,82.5
Malaysia,2009,,20100,74.3,36.0,66.6,0.764,84.0
Malaysia,2010,93.1,21100,74.5,35.7,67.3,0.774,85.6
Malaysia,2011,,21800,74.6,37.3,67.4,0.7759999999999999,87.2
Maldives,1991,,4380,63.6,39.2,3.33,,766.0
Maldives,1992,,4520,64.8,38.5,3.33,,787.0
Maldives,1993,,4670,65.9,37.9,3.33,,808.0
Maldives,1994,,4850,66.9,37.3,3.33,,828.0
Maldives,1995,96.3,5070,67.8,36.6,3.33,0.52,847.0
Maldives,1996,,5390,68.8,36.7,3.33,0.5329999999999999,864.0
Maldives,1997,,5890,69.8,36.7,3.33,0.547,881.0
Maldives,1998,,6320,70.6,36.7,3.33,0.562,897.0
Maldives,1999,,6690,71.3,36.8,3.33,0.5770000000000001,915.0
Maldives,2000,96.3,6860,72.1,37.2,3.33,0.5870000000000001,935.0
Maldives,2001,,6970,72.8,39.2,3.33,0.597,957.0
Maldives,2002,,7230,73.5,41.6,3.33,0.601,981.0
Maldives,2003,,8090,74.3,44.2,3.33,0.617,1010.0
Maldives,2004,,8920,73.8,46.1,3.33,0.625,1030.0
Maldives,2005,,7960,75.7,47.8,3.33,0.622,1060.0
Maldives,2006,98.4,9200,76.3,50.7,3.33,0.632,1090.0
Maldives,2007,,9670,77.1,50.1,3.33,0.6409999999999999,1120.0
Maldives,2008,,10500,77.6,50.0,3.33,0.6509999999999999,1150.0
Maldives,2009,,10000,77.8,49.1,3.33,0.653,1180.0
Maldives,2010,,10500,77.9,49.6,3.33,0.6629999999999999,1220.0
Maldives,2011,,11100,78.3,49.6,3.33,0.675,1250.0
Mali,1991,,1390,50.0,38.1,5.42,0.22899999999999998,7.09
Mali,1992,,1310,50.4,38.3,5.35,0.233,7.27
Mali,1993,,1320,50.9,38.3,5.29,0.24,7.46
Mali,1994,,1330,51.0,38.2,5.22,0.247,7.67
Mali,1995,,1310,51.3,38.1,5.16,0.252,7.87
Mali,1996,,1370,51.5,38.3,5.09,0.261,8.08
Mali,1997,,1400,52.1,38.3,5.03,0.271,8.29
Mali,1998,19.0,1460,51.0,37.8,4.96,0.281,8.51
Mali,1999,,1510,53.4,37.2,4.9,0.29100000000000004,8.74
Mali,2000,,1460,53.4,36.6,4.84,0.297,8.99
Mali,2001,,1640,53.9,36.3,4.77,0.308,9.26
Mali,2002,,1640,54.4,35.9,4.71,0.318,9.54
Mali,2003,24.0,1740,55.2,35.5,4.64,0.33299999999999996,9.84
Mali,2004,,1710,55.8,35.1,4.58,0.33799999999999997,10.2
Mali,2005,,1760,56.5,37.0,4.51,0.35,10.5
Mali,2006,26.2,1780,57.1,38.9,4.45,0.363,10.8
Mali,2007,,1790,57.7,40.3,4.38,0.36,11.2
Mali,2008,,1810,58.4,43.4,4.32,0.385,11.6
Mali,2009,,1830,59.0,46.6,4.25,0.396,12.0
Mali,2010,31.1,1870,59.5,51.9,4.19,0.40399999999999997,12.4
Mali,2011,33.4,1880,60.0,52.3,4.12,0.41100000000000003,12.7
Malta,1991,,16700,75.9,56.0,1.09,0.741,1150.0
Malta,1992,,17300,76.1,54.0,1.09,0.746,1160.0
Malta,1993,,17900,76.5,53.7,1.09,0.75,1170.0
Malta,1994,,18700,76.8,52.4,1.09,0.754,1180.0
Malta,1995,87.9,19800,77.1,54.9,1.09,0.758,1190.0
Malta,1996,,20400,77.3,53.6,1.09,0.762,1200.0
Malta,1997,,21300,77.4,53.6,1.09,0.767,1210.0
Malta,1998,,22300,77.4,53.4,1.09,0.7759999999999999,1220.0
Malta,1999,,23200,77.3,52.9,1.09,0.779,1230.0
Malta,2000,,24600,77.5,52.9,1.09,0.7829999999999999,1240.0
Malta,2001,,24600,77.8,53.3,1.09,0.7859999999999999,1250.0
Malta,2002,,25100,78.1,50.8,1.09,0.79,1250.0
Malta,2003,,25600,78.5,49.7,1.09,0.797,1260.0
Malta,2004,,25500,78.8,45.5,1.09,0.805,1270.0
Malta,2005,92.4,26300,79.1,44.8,1.09,0.809,1270.0
Malta,2006,,26700,79.4,45.0,1.09,0.8079999999999999,1280.0
Malta,2007,,27700,79.6,47.1,1.09,0.813,1280.0
Malta,2008,,28400,79.7,47.1,1.09,0.815,1290.0
Malta,2009,,27500,80.0,44.5,1.09,0.8190000000000001,1290.0
Malta,2010,,28300,80.3,44.6,1.09,0.826,1300.0
Malta,2011,,28600,80.4,45.3,1.09,0.821,1310.0
Mauritania,1991,,2780,60.6,38.1,0.39,0.382,2.02
Mauritania,1992,,2760,60.9,38.0,0.38,0.391,2.08
Mauritania,1993,,2840,61.2,37.7,0.37,0.40299999999999997,2.13
Mauritania,1994,,2680,61.2,37.6,0.36,0.415,2.19
Mauritania,1995,,2860,61.6,37.2,0.36,0.42200000000000004,2.26
Mauritania,1996,,2940,61.8,36.9,0.35,0.429,2.33
Mauritania,1997,,2740,62.3,36.7,0.34,0.429,2.4
Mauritania,1998,,2730,62.7,36.2,0.33,0.436,2.47
Mauritania,1999,,2850,63.2,35.7,0.32,0.44299999999999995,2.55
Mauritania,2000,51.2,2750,63.7,35.3,0.31,0.444,2.63
Mauritania,2001,,2730,64.0,34.7,0.3,0.446,2.71
Mauritania,2002,,2660,64.5,34.0,0.29,0.447,2.79
Mauritania,2003,,2740,65.0,33.3,0.28,0.451,2.87
Mauritania,2004,,2820,65.3,32.6,0.27,0.461,2.95
Mauritania,2005,,2990,65.7,31.8,0.26,0.466,3.04
Mauritania,2006,,3450,66.4,31.2,0.25,0.475,3.12
Mauritania,2007,,3450,66.9,30.7,0.25,0.475,3.21
Mauritania,2008,,3390,67.4,30.0,0.24,0.47600000000000003,3.31
Mauritania,2009,,3260,67.8,29.4,0.24,0.484,3.4
Mauritania,2010,,3320,68.2,28.7,0.23,0.48700000000000004,3.5
Mauritania,2011,58.6,3370,68.6,28.0,0.23,0.491,3.61
Mauritius,1991,,7630,69.7,41.6,20.3,0.626,526.0
Mauritius,1992,,8020,69.8,41.2,20.3,0.633,533.0
Mauritius,1993,,8330,70.0,41.0,20.4,0.638,541.0
Mauritius,1994,,8560,70.2,40.7,20.4,0.643,549.0
Mauritius,1995,,8850,70.4,40.3,20.4,0.648,556.0
Mauritius,1996,,9240,70.6,39.9,20.5,0.6509999999999999,563.0
Mauritius,1997,,9650,70.9,39.7,20.5,0.6559999999999999,569.0
Mauritius,1998,,10100,71.1,39.7,20.6,0.662,574.0
Mauritius,1999,,10300,71.3,40.1,20.6,0.667,579.0
Mauritius,2000,84.3,11100,71.5,40.3,20.6,0.6729999999999999,584.0
Mauritius,2001,,11300,71.7,40.5,20.3,0.6829999999999999,588.0
Mauritius,2002,,11400,71.8,39.0,19.9,0.687,592.0
Mauritius,2003,,11800,72.0,37.1,19.6,0.696,596.0
Mauritius,2004,,12400,72.2,33.9,19.2,0.7040000000000001,599.0
Mauritius,2005,,12400,72.4,32.5,18.8,0.713,602.0
Mauritius,2006,,13400,72.5,33.6,18.8,0.72,605.0
Mauritius,2007,,14100,72.8,32.1,18.9,0.728,608.0
Mauritius,2008,,14900,73.0,32.4,18.9,0.7340000000000001,610.0
Mauritius,2009,,15300,73.2,30.5,18.9,0.74,613.0
Mauritius,2010,,15900,73.4,30.7,18.9,0.748,615.0
Mauritius,2011,88.8,16600,73.8,30.8,18.9,0.7559999999999999,616.0
Mexico,1991,,12900,71.9,50.4,35.8,0.652,44.8
Mexico,1992,,13100,72.1,51.3,35.7,0.6559999999999999,45.7
Mexico,1993,,13300,72.3,52.3,35.6,0.662,46.6
Mexico,1994,,13700,72.7,51.0,35.5,0.6679999999999999,47.5
Mexico,1995,,12700,72.9,48.9,35.4,0.67,48.4
Mexico,1996,,13200,73.2,49.3,35.3,0.6759999999999999,49.2
Mexico,1997,,13900,73.5,50.5,35.2,0.6829999999999999,50.0
Mexico,1998,,14300,73.7,51.5,35.1,0.6890000000000001,50.8
Mexico,1999,,14500,74.1,51.5,35.0,0.6940000000000001,51.6
Mexico,2000,90.5,15000,74.6,50.3,34.9,0.7,52.3
Mexico,2001,,14700,74.9,48.8,34.8,0.703,53.0
Mexico,2002,90.3,14600,74.9,46.9,34.8,0.708,53.7
Mexico,2003,,14600,74.9,45.3,34.7,0.7140000000000001,54.3
Mexico,2004,91.0,15000,75.2,45.5,34.6,0.7190000000000001,55.0
Mexico,2005,91.6,15300,75.2,46.0,34.5,0.723,55.8
Mexico,2006,91.7,15800,75.5,46.5,34.5,0.731,56.6
Mexico,2007,92.8,16000,75.7,46.4,34.4,0.735,57.5
Mexico,2008,92.9,16000,75.5,45.6,34.3,0.738,58.5
Mexico,2009,93.4,15000,75.4,43.4,34.3,0.7390000000000001,59.4
Mexico,2010,93.1,15500,75.5,43.6,34.2,0.745,60.4
Mexico,2011,93.5,15900,75.8,43.1,34.2,0.748,61.3
Moldova,1991,,5420,66.5,19.3,,0.6409999999999999,133.0
Moldova,1992,,3840,66.6,20.0,9.74,0.621,133.0
Moldova,1993,,3800,66.5,20.1,9.73,0.619,133.0
Moldova,1994,,2630,65.0,19.1,9.74,0.596,133.0
Moldova,1995,,2610,64.6,18.8,9.76,0.594,132.0
Moldova,1996,,2460,65.3,17.0,9.78,0.591,131.0
Moldova,1997,,2510,67.0,16.9,9.8,0.593,130.0
Moldova,1998,,2340,67.7,16.6,9.81,0.593,129.0
Moldova,1999,,2270,67.5,16.3,9.83,0.595,129.0
Moldova,2000,96.7,2320,67.6,18.6,9.85,0.597,128.0
Moldova,2001,,2470,68.1,19.2,10.1,0.607,127.0
Moldova,2002,,2670,68.5,19.7,10.3,0.617,127.0
Moldova,2003,,2850,68.8,19.4,10.6,0.63,127.0
Moldova,2004,,3070,69.1,19.4,10.8,0.64,127.0
Moldova,2005,,3310,68.5,19.2,11.0,0.648,127.0
Moldova,2006,,3480,68.9,19.1,11.2,0.6559999999999999,126.0
Moldova,2007,,3590,69.2,19.4,11.3,0.6609999999999999,126.0
Moldova,2008,,3880,69.6,19.9,11.5,0.6679999999999999,125.0
Moldova,2009,,3650,69.9,18.6,11.6,0.664,125.0
Moldova,2010,,3910,69.7,18.1,11.8,0.672,124.0
Moldova,2011,99.0,4180,71.5,19.1,11.9,0.679,124.0
Mongolia,1991,,4610,62.6,33.1,8.02,0.573,1.43
Mongolia,1992,,4130,62.5,34.4,7.96,0.561,1.44
Mongolia,1993,,3970,62.2,35.8,7.91,0.546,1.46
Mongolia,1994,,4020,62.1,35.4,7.86,0.5489999999999999,1.47
Mongolia,1995,,4240,61.7,37.7,7.81,0.5539999999999999,1.48
Mongolia,1996,,4300,61.5,36.5,7.75,0.561,1.49
Mongolia,1997,,4440,61.7,35.2,7.7,0.5670000000000001,1.5
Mongolia,1998,,4550,62.0,36.3,7.65,0.575,1.52
Mongolia,1999,,4640,62.4,36.9,7.59,0.5820000000000001,1.53
Mongolia,2000,97.8,4660,62.8,36.9,7.54,0.588,1.54
Mongolia,2001,,4750,63.1,36.4,7.49,0.599,1.56
Mongolia,2002,,4920,63.4,34.8,7.44,0.609,1.57
