country,year,literacy_rate,gdp_pc,life_exp_yrs,youth_empl_rate,percent_forest_cover,hdi,pop_density
Zimbabwe,1992,83.5,2370,59.4,51.1,55.6,0.486,27.6
Zimbabwe,1993,,2350,57.6,50.5,54.8,0.479,28.2
Zimbabwe,1994,,2520,55.8,50.0,53.9,0.475,28.7
Zimbabwe,1995,,2480,53.7,48.9,53.1,0.465,29.3
Zimbabwe,1996,,2690,52.2,48.0,52.2,0.46,29.8
Zimbabwe,1997,,2710,50.8,46.1,51.4,0.451,30.3
Zimbabwe,1998,,2750,49.1,46.4,50.5,0.442,30.7
Zimbabwe,1999,,2690,47.8,46.6,49.7,0.434,31.2
Zimbabwe,2000,,2570,46.7,51.0,48.8,0.42700000000000005,31.6
Zimbabwe,2001,,2580,46.2,55.4,48.0,0.42700000000000005,32.0
Zimbabwe,2002,,2320,45.6,60.1,47.1,0.418,32.3
Zimbabwe,2003,,1910,45.3,64.5,46.3,0.40700000000000003,32.7
Zimbabwe,2004,,1780,45.1,68.8,45.5,0.406,33.0
Zimbabwe,2005,,1650,45.3,68.7,44.6,0.408,33.4
Zimbabwe,2006,,1580,45.7,68.5,43.8,0.414,33.9
Zimbabwe,2007,,1490,46.4,68.3,42.9,0.42100000000000004,34.5
Zimbabwe,2008,,1210,46.7,68.2,42.1,0.419,35.0
Zimbabwe,2009,,1290,47.5,67.9,41.2,0.436,35.7
Zimbabwe,2010,,1460,49.6,67.7,40.4,0.452,36.4
Zimbabwe,2011,83.6,1660,51.9,67.5,39.6,0.46399999999999997,37.2
